snapshot,trainOrder,stop,arrivalTime,departureTime,OccupancyArrival,OccupancyDeparture,occupancyPlatformBeforeArrival,occupancyPlatform,peopleIn,FTB,peopleOut,stops,stops_output,stops_diff,peopleIn_output,peopleIn_diff,peopleIn_diff_abs,peopleIn_diff_perc,peopleIn_diff_perc_2,peopleOut_output,peopleOut_diff,peopleOut_diff_abs,peopleOut_diff_perc,peopleOut_diff_perc_2,FTB_output,FTB_diff,FTB_diff_abs,FTB_diff_perc,FTB_diff_perc_2
2019-12-02,19,PAN DE AZUCAR,2019-12-02T06:12:13.000Z,2019-12-02T06:12:28.000Z,372.0,418.0,56,57,49.0,8.0,3.0,True,True,False,42.0,7.0,7.0,14.28571,16.66667,2.2566,0.7433999999999998,0.7433999999999998,24.78,32.94337,0.0,8.0,8.0,100.0,100.0
2019-12-02,19,LOS ANDES,2019-12-02T06:10:13.000Z,2019-12-02T06:10:31.000Z,229.0,372.0,167,186,146.0,40.0,3.0,True,True,False,158.2031,-12.203100000000006,12.203100000000006,8.35829,7.71357,2.2986,0.7014,0.7014,23.38,30.51423,30.002299999999998,9.997700000000002,9.997700000000002,24.99425,33.32311
2019-12-02,20,SAN ISIDRO,2019-12-02T06:10:22.000Z,2019-12-02T06:10:34.000Z,0.0,269.0,300,310,269.0,41.0,0.0,True,True,False,252.7089,16.2911,16.2911,6.05617,6.44659,0.0,0.0,0.0,100.0,100.0,64.4749,-23.474900000000005,23.474900000000005,57.25585,36.40936
2019-12-02,20,LOS ANDES,2019-12-02T06:13:04.000Z,2019-12-02T06:13:19.000Z,269.0,457.0,216,230,192.0,38.0,4.0,True,True,False,194.4911,-2.4910999999999888,2.4910999999999888,1.29745,1.28083,3.4763,0.5236999999999998,0.5236999999999998,13.0925,15.06487,38.5111,-0.511099999999999,0.511099999999999,1.345,1.32715
2019-12-02,20,PAN DE AZUCAR,2019-12-02T06:14:58.000Z,2019-12-02T06:15:16.000Z,457.0,497.0,54,57,40.0,17.0,0.0,True,True,False,50.0,-10.0,10.0,25.0,20.0,1.4886,-1.4886,1.4886,100.0,100.0,0.0,17.0,17.0,100.0,100.0
2019-12-02,20,SAN MIGUELITO,2019-12-02T06:17:07.000Z,2019-12-02T06:17:25.000Z,497.0,499.0,175,182,112.0,70.0,110.0,True,True,False,134.0856,-22.0856,22.0856,19.71929,16.47127,104.9557,5.044300000000007,5.044300000000007,4.58573,4.80612,25.9144,44.0856,44.0856,62.97943,170.12009
2019-12-02,21,SAN MIGUELITO,2019-12-02T06:19:51.000Z,2019-12-02T06:20:12.000Z,373.0,501.0,249,256,232.0,24.0,104.0,True,True,False,159.9748,72.02520000000001,72.02520000000001,31.04534,45.02284,114.8267,-10.826700000000002,10.826700000000002,10.41029,9.42873,57.9396,-33.9396,33.9396,141.415,58.57755
2019-12-02,21,PAN DE AZUCAR,2019-12-02T06:17:45.000Z,2019-12-02T06:17:57.000Z,327.0,373.0,55,61,47.0,14.0,1.0,True,True,False,45.0,2.0,2.0,4.25532,4.44444,0.2548,0.7452,0.7452,74.52,292.46468,0.0,14.0,14.0,100.0,100.0
2019-12-02,21,LOS ANDES,2019-12-02T06:15:48.000Z,2019-12-02T06:16:06.000Z,184.0,327.0,170,191,143.0,48.0,0.0,True,True,False,166.3725,-23.372500000000002,23.372500000000002,16.34441,14.0483,1.7545,-1.7545,1.7545,100.0,100.0,33.1388,14.861199999999997,14.861199999999997,30.96083,44.84532
2019-12-02,21,SAN ISIDRO,2019-12-02T06:13:00.000Z,2019-12-02T06:13:18.000Z,0.0,184.0,220,246,184.0,62.0,0.0,True,True,False,226.21460000000002,-42.21460000000002,42.21460000000002,22.94272,18.66131,0.0,0.0,0.0,100.0,100.0,58.2602,3.7398000000000025,3.7398000000000025,6.03194,6.41913
2019-12-02,22,SAN ISIDRO,2019-12-02T06:15:24.000Z,2019-12-02T06:15:42.000Z,0.0,215.0,253,277,215.0,62.0,0.0,True,True,False,226.8508,-11.850799999999992,11.850799999999992,5.512,5.22405,0.0,0.0,0.0,100.0,100.0,58.4094,3.590600000000002,3.590600000000002,5.79129,6.1473
2019-12-02,22,LOS ANDES,2019-12-02T06:18:12.000Z,2019-12-02T06:18:24.000Z,215.0,361.0,179,195,147.0,48.0,1.0,True,True,False,161.2364,-14.236400000000003,14.236400000000003,9.68463,8.82952,1.7502,-0.7502,0.7502,75.02,42.86367,31.902300000000004,16.097699999999996,16.097699999999996,33.53687,50.45937
2019-12-02,22,PAN DE AZUCAR,2019-12-02T06:20:03.000Z,2019-12-02T06:20:45.000Z,361.0,403.0,48,56,43.0,13.0,1.0,True,True,False,45.0,-2.0,2.0,4.65116,4.44444,0.7427,0.2573,0.2573,25.73,34.64387,0.0,13.0,13.0,100.0,100.0
2019-12-02,22,SAN MIGUELITO,2019-12-02T06:22:36.000Z,2019-12-02T06:22:51.000Z,403.0,457.0,175,179,158.0,21.0,104.0,True,True,False,158.2272,-0.2272000000000105,0.2272000000000105,0.1438,0.14359,103.8131,0.1868999999999943,0.1868999999999943,0.17971,0.18004,55.7124,-34.7124,34.7124,165.29714,62.30642
2019-12-02,23,SAN ISIDRO,2019-12-02T06:18:18.000Z,2019-12-02T06:18:33.000Z,0.0,253.0,299,324,253.0,71.0,0.0,True,True,False,270.7116,-17.711599999999976,17.711599999999976,7.00063,6.54261,0.0,0.0,0.0,100.0,100.0,68.6978,2.302199999999999,2.302199999999999,3.24254,3.3512
2019-12-02,23,LOS ANDES,2019-12-02T06:21:02.000Z,2019-12-02T06:21:17.000Z,253.0,427.0,214,235,175.0,60.0,1.0,True,True,False,202.50850000000003,-27.508500000000026,27.508500000000026,15.71914,13.58387,1.2701,-0.2701,0.2701,27.01,21.26604,39.3938,20.6062,20.6062,34.34367,52.30823
2019-12-02,23,PAN DE AZUCAR,2019-12-02T06:22:56.000Z,2019-12-02T06:23:20.000Z,427.0,463.0,40,47,36.0,11.0,0.0,True,True,False,37.0,-1.0,1.0,2.77778,2.7027,0.2573,-0.2573,0.2573,100.0,100.0,0.0,11.0,11.0,100.0,100.0
2019-12-02,23,SAN MIGUELITO,2019-12-02T06:25:11.000Z,2019-12-02T06:25:41.000Z,463.0,484.0,174,185,129.0,56.0,108.0,True,True,False,165.2879,-36.28790000000001,36.28790000000001,28.13016,21.95436,105.5403,2.459699999999998,2.459699999999998,2.2775,2.33058,60.4245,-4.424500000000002,4.424500000000002,7.90089,7.32236
2019-12-02,24,SAN MIGUELITO,2019-12-02T06:28:03.000Z,2019-12-02T06:28:45.000Z,499.0,571.0,213,226,182.0,44.0,110.0,True,True,False,170.4655,11.534500000000008,11.534500000000008,6.33764,6.76647,118.651,-8.650999999999996,8.650999999999996,7.86455,7.29113,64.959,-20.959000000000003,20.959000000000003,47.63409,32.26497
2019-12-02,24,PAN DE AZUCAR,2019-12-02T06:25:57.000Z,2019-12-02T06:26:09.000Z,464.0,499.0,47,52,36.0,16.0,1.0,True,True,False,45.0,-9.0,9.0,25.0,20.0,2.4233,-1.4232999999999998,1.4232999999999998,142.33,58.73396,0.0,16.0,16.0,100.0,100.0
2019-12-02,24,LOS ANDES,2019-12-02T06:23:57.000Z,2019-12-02T06:24:18.000Z,264.0,464.0,257,286,204.0,82.0,4.0,True,True,False,230.83069999999998,-26.83069999999998,26.83069999999998,13.1523,11.62354,3.2422,0.7578,0.7578,18.945,23.37302,45.563100000000006,36.436899999999994,36.436899999999994,44.43524,79.9702
2019-12-02,24,SAN ISIDRO,2019-12-02T06:21:09.000Z,2019-12-02T06:21:27.000Z,0.0,264.0,310,336,264.0,72.0,0.0,True,True,False,282.2852,-18.285199999999975,18.285199999999975,6.92621,6.47756,0.0,0.0,0.0,100.0,100.0,71.4125,0.5875000000000057,0.5875000000000057,0.81597,0.82269
2019-12-02,25,PAN DE AZUCAR,2019-12-02T06:28:40.000Z,2019-12-02T06:28:49.000Z,447.0,496.0,60,64,51.0,13.0,2.0,True,True,False,50.0,1.0,1.0,1.96078,2.0,0.5767,1.4233,1.4233,71.165,246.80076,0.0,13.0,13.0,100.0,100.0
2019-12-02,25,LOS ANDES,2019-12-02T06:26:43.000Z,2019-12-02T06:27:01.000Z,254.0,447.0,241,265,201.0,64.0,8.0,True,True,False,195.5292,5.470799999999997,5.470799999999997,2.72179,2.79795,7.6975,0.3025000000000002,0.3025000000000002,3.78125,3.92985,38.0339,25.966099999999997,25.966099999999997,40.57203,68.27094
2019-12-02,25,SAN ISIDRO,2019-12-02T06:23:58.000Z,2019-12-02T06:24:13.000Z,0.0,254.0,295,323,254.0,69.0,0.0,True,True,False,271.52430000000004,-17.52430000000004,17.52430000000004,6.89933,6.45404,0.0,0.0,0.0,100.0,100.0,68.8884,0.1115999999999957,0.1115999999999957,0.16174,0.162
2019-12-02,25,SAN MIGUELITO,2019-12-02T06:30:55.000Z,2019-12-02T06:31:10.000Z,496.0,457.0,149,282,81.0,201.0,120.0,True,True,False,202.3187,-121.3187,121.3187,149.77617,59.96416,116.3782,3.6217999999999932,3.6217999999999932,3.01817,3.11209,102.6402,98.3598,98.3598,48.93522,95.8297
2019-12-02,26,PAN DE AZUCAR,2019-12-02T06:31:34.000Z,2019-12-02T06:31:43.000Z,453.0,481.0,41,45,29.0,16.0,1.0,True,True,False,35.0,-6.0,6.0,20.68966,17.14286,0.7475,0.25249999999999995,0.25249999999999995,25.25,33.77926,0.0,16.0,16.0,100.0,100.0
2019-12-02,26,SAN MIGUELITO,2019-12-02T06:33:34.000Z,2019-12-02T06:34:04.000Z,481.0,556.0,239,374,184.0,190.0,109.0,True,True,False,190.4484,-6.448399999999992,6.448399999999992,3.50457,3.3859,120.9656,-11.965599999999995,11.965599999999995,10.97761,9.89174,89.1919,100.8081,100.8081,53.05689,113.02383
2019-12-02,26,SAN ISIDRO,2019-12-02T06:26:49.000Z,2019-12-02T06:27:07.000Z,0.0,248.0,293,319,248.0,71.0,0.0,True,True,False,275.9596,-27.959600000000023,27.959600000000023,11.27403,10.13177,0.0,0.0,0.0,100.0,100.0,69.9289,1.0711000000000013,1.0711000000000013,1.50859,1.5317
2019-12-02,26,LOS ANDES,2019-12-02T06:29:40.000Z,2019-12-02T06:29:55.000Z,248.0,453.0,247,266,208.0,58.0,3.0,True,True,False,209.1739,-1.1739000000000033,1.1739000000000033,0.56438,0.56121,4.5475,-1.5475000000000003,1.5475000000000003,51.58333,34.02969,40.86,17.14,17.14,29.55172,41.94812
2019-12-02,27,LOS ANDES,2019-12-02T06:32:45.000Z,2019-12-02T06:33:03.000Z,270.0,480.0,245,260,212.0,48.0,2.0,True,True,False,228.04270000000002,-16.042700000000025,16.042700000000025,7.56731,7.03495,0.7574,1.2426,1.2426,62.13,164.06126,43.8172,4.1828,4.1828,8.71417,9.54602
2019-12-02,27,PAN DE AZUCAR,2019-12-02T06:34:42.000Z,2019-12-02T06:34:57.000Z,480.0,531.0,64,69,51.0,18.0,0.0,True,True,False,61.0,-10.0,10.0,19.60784,16.39344,1.7588,-1.7588,1.7588,100.0,100.0,0.0,18.0,18.0,100.0,100.0
2019-12-02,27,SAN ISIDRO,2019-12-02T06:29:57.000Z,2019-12-02T06:30:15.000Z,0.0,270.0,321,351,270.0,81.0,0.0,True,True,False,301.9123,-31.912300000000016,31.912300000000016,11.81937,10.57006,0.0,0.0,0.0,100.0,100.0,76.0164,4.983599999999996,4.983599999999996,6.15259,6.55595
2019-12-02,27,SAN MIGUELITO,2019-12-02T06:36:48.000Z,2019-12-02T06:37:48.000Z,531.0,648.0,375,534,260.0,274.0,143.0,True,True,False,269.9726,-9.9726,9.9726,3.83562,3.69393,132.3205,10.67949999999999,10.67949999999999,7.46818,8.07093,176.2193,97.7807,97.7807,35.68639,55.48808
2019-12-02,28,PAN DE AZUCAR,2019-12-02T06:37:25.000Z,2019-12-02T06:38:13.000Z,433.0,476.0,51,72,46.0,26.0,3.0,True,True,False,56.0,-10.0,10.0,21.73913,17.85714,1.229,1.771,1.771,59.03333,144.1009,0.0,26.0,26.0,100.0,100.0
2019-12-02,28,LOS ANDES,2019-12-02T06:35:28.000Z,2019-12-02T06:35:46.000Z,246.0,433.0,239,251,189.0,62.0,2.0,True,True,False,223.80880000000002,-34.80880000000002,34.80880000000002,18.41735,15.55292,2.9415,-0.9415,0.9415,47.075,32.00748,45.0084,16.9916,16.9916,27.40581,37.75206
2019-12-02,28,SAN ISIDRO,2019-12-02T06:32:46.000Z,2019-12-02T06:32:58.000Z,0.0,246.0,293,316,246.0,70.0,0.0,True,True,False,259.8633,-13.863299999999981,13.863299999999981,5.63549,5.33484,0.0,0.0,0.0,100.0,100.0,66.1531,3.846900000000005,3.846900000000005,5.49557,5.81515
2019-12-02,28,SAN MIGUELITO,2019-12-02T06:40:04.000Z,2019-12-02T06:40:25.000Z,476.0,615.0,324,415,260.0,155.0,121.0,True,True,False,210.777,49.22300000000001,49.22300000000001,18.93192,23.35312,125.8038,-4.803799999999995,4.803799999999995,3.97008,3.81849,111.4423,43.5577,43.5577,28.10174,39.08543
2019-12-02,29,SAN MIGUELITO,2019-12-02T06:42:44.000Z,2019-12-02T06:43:14.000Z,518.0,595.0,238,347,197.0,150.0,120.0,True,True,False,204.5342,-7.5341999999999985,7.5341999999999985,3.82447,3.68359,119.9709,0.02909999999999968,0.02909999999999968,0.02425,0.02426,103.9081,46.091899999999995,46.091899999999995,30.72793,44.35833
2019-12-02,29,PAN DE AZUCAR,2019-12-02T06:40:23.000Z,2019-12-02T06:40:50.000Z,466.0,518.0,68,76,53.0,23.0,1.0,True,True,False,58.0,-5.0,5.0,9.43396,8.62069,1.0187,-0.01869999999999994,0.01869999999999994,1.87,1.83567,0.0,23.0,23.0,100.0,100.0
2019-12-02,29,LOS ANDES,2019-12-02T06:38:26.000Z,2019-12-02T06:38:44.000Z,274.0,466.0,210,228,195.0,33.0,3.0,True,True,False,194.4991,0.5009000000000015,0.5009000000000015,0.25687,0.25753,2.5666,0.4333999999999998,0.4333999999999998,14.44667,16.88615,36.5093,-3.509300000000003,3.509300000000003,10.63424,9.61207
2019-12-02,29,SAN ISIDRO,2019-12-02T06:35:32.000Z,2019-12-02T06:35:56.000Z,0.0,274.0,308,343,274.0,69.0,0.0,True,True,False,292.374,-18.374000000000024,18.374000000000024,6.70584,6.28442,0.0,0.0,0.0,100.0,100.0,73.7791,-4.7791,4.7791,6.92623,6.47758
2019-12-02,30,SAN MIGUELITO,2019-12-02T06:45:45.000Z,2019-12-02T06:46:06.000Z,472.0,549.0,348,350,182.0,168.0,105.0,True,True,False,204.9121,-22.91210000000001,22.91210000000001,12.58907,11.18143,109.4405,-4.4405,4.4405,4.22905,4.05746,103.996,64.004,64.004,38.09762,61.54467
2019-12-02,30,PAN DE AZUCAR,2019-12-02T06:42:57.000Z,2019-12-02T06:43:51.000Z,416.0,472.0,60,73,59.0,14.0,3.0,True,True,False,53.0,6.0,6.0,10.16949,11.32075,3.3263,-0.3262999999999998,0.3262999999999998,10.87667,9.8097,0.0,14.0,14.0,100.0,100.0
2019-12-02,30,LOS ANDES,2019-12-02T06:40:57.000Z,2019-12-02T06:41:18.000Z,225.0,416.0,236,263,192.0,71.0,1.0,True,True,False,238.6864,-46.68639999999999,46.68639999999999,24.31583,19.55972,1.2265,-0.22649999999999992,0.22649999999999992,22.65,18.46718,48.822900000000004,22.177099999999996,22.177099999999996,31.23535,45.42356
2019-12-02,30,SAN ISIDRO,2019-12-02T06:38:06.000Z,2019-12-02T06:38:24.000Z,0.0,225.0,263,292,225.0,67.0,0.0,True,True,False,251.571,-26.570999999999998,26.570999999999998,11.80933,10.56203,0.0,0.0,0.0,100.0,100.0,64.2079,2.792100000000005,2.792100000000005,4.16731,4.34853
2019-12-02,31,LOS ANDES,2019-12-02T06:43:24.000Z,2019-12-02T06:44:18.000Z,216.0,455.0,242,328,241.0,87.0,2.0,True,True,False,282.5148,-41.51479999999998,41.51479999999998,17.22606,14.69473,2.4746,-0.47460000000000013,0.47460000000000013,23.73,19.17886,60.3082,26.6918,26.6918,30.68023,44.25899
2019-12-02,31,PAN DE AZUCAR,2019-12-02T06:46:03.000Z,2019-12-02T06:46:48.000Z,455.0,493.0,45,65,41.0,24.0,3.0,True,True,False,55.0,-14.0,14.0,34.14634,25.45455,3.1874,-0.1873999999999998,0.1873999999999998,6.24667,5.8794,0.0,24.0,24.0,100.0,100.0
2019-12-02,31,SAN ISIDRO,2019-12-02T06:40:20.000Z,2019-12-02T06:40:47.000Z,0.0,216.0,245,268,216.0,52.0,0.0,True,True,False,228.4285,-12.428500000000014,12.428500000000014,5.75394,5.44087,0.0,0.0,0.0,100.0,100.0,58.7796,-6.779600000000002,6.779600000000002,13.03769,11.53393
2019-12-02,31,SAN MIGUELITO,2019-12-02T06:48:42.000Z,2019-12-02T06:49:00.000Z,493.0,563.0,319,325,187.0,138.0,117.0,True,True,False,186.8551,0.1449000000000069,0.1449000000000069,0.07749,0.07755,119.4328,-2.4328000000000003,2.4328000000000003,2.07932,2.03696,83.1409,54.8591,54.8591,39.75297,65.98329
2019-12-02,32,SAN MIGUELITO,2019-12-02T06:52:13.000Z,2019-12-02T06:52:43.000Z,661.0,692.0,379,388,208.0,180.0,177.0,True,True,False,227.0739,-19.07390000000001,19.07390000000001,9.17014,8.39986,187.0691,-10.069099999999992,10.069099999999992,5.68876,5.38256,120.067,59.93300000000001,59.93300000000001,33.29611,49.9163
2019-12-02,32,PAN DE AZUCAR,2019-12-02T06:49:52.000Z,2019-12-02T06:50:19.000Z,618.0,661.0,70,76,48.0,28.0,5.0,True,True,False,59.0,-11.0,11.0,22.91667,18.64407,6.3024,-1.3023999999999996,1.3023999999999996,26.048,20.66514,0.0,28.0,28.0,100.0,100.0
2019-12-02,32,SAN ISIDRO,2019-12-02T06:44:58.000Z,2019-12-02T06:45:22.000Z,0.0,334.0,388,424,334.0,90.0,0.0,True,True,False,403.8515,-69.85149999999999,69.85149999999999,20.91362,17.29633,0.0,0.0,0.0,100.0,100.0,99.9281,-9.9281,9.9281,11.03122,9.93524
2019-12-02,32,LOS ANDES,2019-12-02T06:47:52.000Z,2019-12-02T06:48:13.000Z,334.0,618.0,397,424,287.0,137.0,3.0,True,True,False,372.519,-85.519,85.519,29.79756,22.95695,3.1171,-0.1171000000000002,0.1171000000000002,3.90333,3.7567,72.7892,64.2108,64.2108,46.8692,88.21474
2019-12-02,33,SAN MIGUELITO,2019-12-02T06:55:13.000Z,2019-12-02T06:55:43.000Z,591.0,628.0,362,366,194.0,172.0,157.0,True,True,False,209.8132,-15.813199999999995,15.813199999999995,8.15113,7.5368,154.3853,2.614699999999999,2.614699999999999,1.66541,1.69362,108.2538,63.7462,63.7462,37.06174,58.88588
2019-12-02,33,SAN ISIDRO,2019-12-02T06:48:07.000Z,2019-12-02T06:48:28.000Z,0.0,300.0,336,370,300.0,70.0,0.0,True,True,False,326.2117,-26.211700000000008,26.211700000000008,8.73723,8.03518,0.0,0.0,0.0,100.0,100.0,81.7164,-11.716399999999993,11.716399999999993,16.73771,14.33788
2019-12-02,33,LOS ANDES,2019-12-02T06:51:04.000Z,2019-12-02T06:51:25.000Z,300.0,541.0,307,338,243.0,95.0,2.0,True,True,False,244.292,-1.2920000000000016,1.2920000000000016,0.53169,0.52888,2.143,-0.1429999999999998,0.1429999999999998,7.15,6.67289,46.4972,48.5028,48.5028,51.05558,104.31338
2019-12-02,33,PAN DE AZUCAR,2019-12-02T06:53:04.000Z,2019-12-02T06:53:19.000Z,541.0,591.0,70,75,56.0,19.0,6.0,True,True,False,51.0,5.0,5.0,8.92857,9.80392,5.8901,0.10989999999999966,0.10989999999999966,1.83167,1.86584,0.0,19.0,19.0,100.0,100.0
2019-12-02,34,SAN ISIDRO,2019-12-02T06:51:24.000Z,2019-12-02T06:51:39.000Z,0.0,303.0,350,375,303.0,72.0,0.0,True,True,False,334.1402,-31.140199999999993,31.140199999999993,10.27729,9.3195,0.0,0.0,0.0,100.0,100.0,83.5761,-11.576099999999997,11.576099999999997,16.07792,13.85097
2019-12-02,34,LOS ANDES,2019-12-02T06:54:12.000Z,2019-12-02T06:54:27.000Z,303.0,537.0,313,328,237.0,91.0,3.0,True,True,False,264.597,-27.59699999999998,27.59699999999998,11.6443,10.42982,2.7844,0.2155999999999998,0.2155999999999998,7.18667,7.74314,50.9003,40.0997,40.0997,44.0656,78.78087
2019-12-02,34,PAN DE AZUCAR,2019-12-02T06:56:12.000Z,2019-12-02T06:56:24.000Z,537.0,595.0,84,92,63.0,29.0,5.0,True,True,False,80.0,-17.0,17.0,26.98413,21.25,4.6044,0.39559999999999995,0.39559999999999995,7.912,8.59178,0.0,29.0,29.0,100.0,100.0
2019-12-02,34,SAN MIGUELITO,2019-12-02T06:58:18.000Z,2019-12-02T06:58:45.000Z,595.0,676.0,501,503,240.0,263.0,159.0,True,True,False,272.029,-32.028999999999996,32.028999999999996,13.34542,11.77411,160.8655,-1.8654999999999973,1.8654999999999973,1.17327,1.15966,176.2249,86.77510000000001,86.77510000000001,32.99433,49.24111
2019-12-02,35,SAN ISIDRO,2019-12-02T06:54:06.000Z,2019-12-02T06:54:24.000Z,0.0,247.0,291,320,247.0,73.0,0.0,True,True,False,295.1467,-48.14670000000001,48.14670000000001,19.49259,16.3128,0.0,0.0,0.0,100.0,100.0,74.4294,-1.4294000000000011,1.4294000000000011,1.95808,1.92048
2019-12-02,35,LOS ANDES,2019-12-02T06:56:55.000Z,2019-12-02T06:57:10.000Z,247.0,432.0,255,273,187.0,86.0,2.0,True,True,False,215.56640000000002,-28.566400000000016,28.566400000000016,15.27615,13.25179,2.9655,-0.9655,0.9655,48.275,32.55775,41.3338,44.6662,44.6662,51.93744,108.06217
2019-12-02,35,PAN DE AZUCAR,2019-12-02T06:58:49.000Z,2019-12-02T06:59:13.000Z,432.0,486.0,74,79,60.0,19.0,6.0,True,True,False,63.0,-3.0,3.0,5.0,4.7619,4.7534,1.2466,1.2466,20.77667,26.22544,0.0,19.0,19.0,100.0,100.0
2019-12-02,35,SAN MIGUELITO,2019-12-02T07:01:07.000Z,2019-12-02T07:01:40.000Z,486.0,667.0,546,560,300.0,260.0,119.0,True,True,False,287.9837,12.016300000000001,12.016300000000001,4.00543,4.17256,126.5928,-7.592799999999997,7.592799999999997,6.3805,5.99781,197.2412,62.75880000000001,62.75880000000001,24.138,31.8183
2019-12-02,36,PAN DE AZUCAR,2019-12-02T07:01:28.000Z,2019-12-02T07:02:10.000Z,422.0,466.0,59,69,47.0,22.0,3.0,True,True,False,58.0,-11.0,11.0,23.40426,18.96552,3.3768,-0.3767999999999998,0.3767999999999998,12.56,11.15849,0.0,22.0,22.0,100.0,100.0
2019-12-02,36,LOS ANDES,2019-12-02T06:59:28.000Z,2019-12-02T06:59:49.000Z,217.0,422.0,260,294,207.0,87.0,2.0,True,True,False,233.3761,-26.376100000000008,26.376100000000008,12.74208,11.30197,2.9755,-0.9754999999999998,0.9754999999999998,48.775,32.78441,47.957699999999996,39.042300000000004,39.042300000000004,44.87621,81.40987
2019-12-02,36,SAN ISIDRO,2019-12-02T06:56:34.000Z,2019-12-02T06:56:58.000Z,0.0,217.0,245,282,217.0,65.0,0.0,True,True,False,245.618,-28.617999999999995,28.617999999999995,13.18802,11.65143,0.0,0.0,0.0,100.0,100.0,62.8117,2.188299999999998,2.188299999999998,3.36662,3.48391
2019-12-02,36,SAN MIGUELITO,2019-12-02T07:04:04.000Z,2019-12-02T07:04:37.000Z,466.0,603.0,466,481,262.0,219.0,125.0,True,True,False,261.0715,0.9284999999999854,0.9284999999999854,0.35439,0.35565,121.2319,3.768100000000004,3.768100000000004,3.01448,3.10818,168.1696,50.8304,50.8304,23.21023,30.22568
2019-12-02,37,SAN ISIDRO,2019-12-02T06:59:21.000Z,2019-12-02T06:59:45.000Z,0.0,235.0,271,308,235.0,73.0,0.0,True,True,False,268.6074,-33.607399999999984,33.607399999999984,14.30102,12.51172,0.0,0.0,0.0,100.0,100.0,68.2041,4.795900000000003,4.795900000000003,6.56973,7.03169
2019-12-02,37,LOS ANDES,2019-12-02T07:02:18.000Z,2019-12-02T07:02:36.000Z,235.0,445.0,259,276,211.0,65.0,1.0,True,True,False,234.0779,-23.0779,23.0779,10.93739,9.85907,0.8053,0.19469999999999998,0.19469999999999998,19.47,24.17733,46.8799,18.1201,18.1201,27.87708,38.65217
2019-12-02,37,PAN DE AZUCAR,2019-12-02T07:04:15.000Z,2019-12-02T07:05:15.000Z,445.0,511.0,78,107,68.0,39.0,2.0,True,True,False,90.291,-22.290999999999997,22.290999999999997,32.78088,24.68795,2.3552,-0.35519999999999996,0.35519999999999996,17.76,15.08152,1.7089999999999999,37.291,37.291,95.61795,2182.03628
